County;2015 NCHS Bridged Pop: total pop;2015 NCHS Bridged Pop: Percent <18;2015 NCHS Bridged Pop: Percent +65;2015 NCHS Bridged Pop: Percent White;2015 NCHS Bridged Pop: Percent African American;2015 NCHS Bridged Pop: Percent Other;2015 NCHS Bridged Pop: Percent Hispanic;Percent Low Birth Weight: 2001-2005;Percent Low Birth Weight: 2006-2010;Percent Low Birth Weight: 2011-2015;Percent Very Low Birth Weight: 2001-2005;Percent Very Low Birth Weight: 2006-2010;Percent Very Low Birth Weight: 2011-2015;Preterm Births : 2001-2005;Preterm Births : 2006-2010;Preterm Births : 2011-2015;C-Section Deliveries : 2001-2005;C-Section Deliveries : 2006-2010;C-Section Deliveries : 2011-2015;Teen Birth Rate: 2001-2005;Teen Birth Rate: 2006-2010;Teen Birth Rate: 2011-2015;Repeat Teen Birth Rate: 2001-2005;Repeat Teen Birth Rate: 2006-2010;Repeat Teen Birth Rate: 2011-2015;Infant Death Rts: 2001-2005;Infant Death Rts: 2006-2010;Infant Death Rts: 2011-2015;Youth death rates: 2001-2005;Youth death rates: 2006-2010;Youth death rates: 2011-2015;Age-adjusted CVD Dth Rates: 2001-2005;Age-adjusted CVD Dth Rates: 2006-2010;Age-adjusted CVD Dth Rates: 2011-2015;Age-adjusted Heart Dz Dth Rates: 2001-2005;Age-adjusted Heart Dz Dth Rates: 2006-2010;Age-adjusted Heart Dz Dth Rates: 2011-2015;Age-adjusted Stroke Dth Rts: 2001-2005;Age-adjusted Stroke Dth Rts: 2006-2010;Age-adjusted Stroke Dth Rts: 2011-2015;Age-adjusted Cancer Dth Rates: 2001-2005;Age-adjusted Cancer Dth Rates: 2006-2010;Age-adjusted Cancer Dth Rates: 2011-2015;Age Adj Colon/Rectum Cancer Dth Rts: 2001-2005;Age Adj Colon/Rectum Cancer Dth Rts: 2006-2010;Age Adj Colon/Rectum Cancer Dth Rts: 2011-2015;Age-adjusted Lung Cancer Dth Rts: 2001-2005;Age-adjusted Lung Cancer Dth Rts: 2006-2010;Age-adjusted Lung Cancer Dth Rts: 2011-2015;Prostate Cancer Incidence Rates: 1999-2003;Prostate Cancer Incidence Rates: 2004-2008;Prostate Cancer Incidence Rates: 2009-2013;Breast Cancer Incidence Rates: 1999-2003;Breast Cancer Incidence Rates: 2004-2008;Breast Cancer Incidence Rates: 2009-2013;Age-adjusted Diabetes Dth Rates: 2001-2005;Age-adjusted Diabetes Dth Rates: 2006-2010;Age-adjusted Diabetes Dth Rates: 2011-2015;Age-adjusted Unint. MVA Dth Rts: 2001-2005;Age-adjusted Unint. MVA Dth Rts: 2006-2010;Age-adjusted Unint. MVA Dth Rts: 2011-2015;Age-adjusted Other Unint. Inj Dth Rts: 2001-2005;Age-adjusted Other Unint. Inj Dth Rts: 2006-2010;Age-adjusted Other Unint. Inj Dth Rts: 2011-2015;Age-adjusted Suicide Dth Rts: 2001-2005;Age-adjusted Suicide Dth Rts: 2006-2010;Age-adjusted Suicide Dth Rts: 2011-2015;Age-adjusted Homicide Dth Rts: 2001-2005;Age-adjusted Homicide Dth Rts: 2006-2010;Age-adjusted Homicide Dth Rts: 2011-2015;PCP's per 10,000 pop: 2004;PCP's per 10,000 pop: 2009;PCP's per 10,000 pop: 2014;Dentists per 10,000 pop: 2004;Dentists per 10,000 pop: 2009;Dentists per 10,000 pop: 2014;RNs per 10,000 pop: 2004;RNs per 10,000 pop: 2009;RNs per 10,000 pop: 2014; Phys Assts per 10,000 pop: 2004; Phys Assts per 10,000 pop: 2009; Phys Assts per 10,000 pop: 2014
Caldwell;81287.0;0.209184740487;0.182452298646;0.887620406707;0.0527636645466;0.00938649476546;0.0502294339808;9.1;8.8;9.3;1.4;1.6;1.7;10.8;7.8;9.5;28.2;30.8;30.3;58.0;53.2;42.7;27.8;24.9;22.3;8.9;8.6;8.5;63.4;59.3;59.3;327.5;275.8;257.9;232.4;206.3;192.6;78.8;55.1;50.7;200.8;204.6;189.3;18.2;16.6;13.7;66.3;72.6;66.5;146.5;102.6;92.4;154.9;145.1;152.0;28.0;24.4;26.4;19.5;17.1;15.8;29.1;36.7;38.5;12.9;15.8;19.8;4.4;5.6;6.6;5.47032033178;6.11422368076;5.45818424404;2.67155178994;2.74516165259;2.30456668082;47.960715467;52.7819717747;56.0373582388;1.65381777472;1.24780075118;1.09163684881
Columbus;56694.0;0.221522559706;0.182576639503;0.606078244611;0.305041097823;0.0391928599146;0.0496877976505;11.4;11.9;10.8;2.8;2.7;2.1;12.6;8.8;10.5;28.8;30.5;33.7;67.7;60.9;45.7;27.7;23.1;22.5;10.5;12.7;9.3;103.5;110.5;71.6;438.2;362.2;346.8;354.1;265.0;287.2;67.2;72.5;46.6;202.9;203.1;172.4;17.2;11.1;14.2;71.2;59.5;58.8;156.4;146.1;129.7;119.1;142.0;116.2;27.9;32.8;20.0;39.1;41.1;32.4;35.0;42.3;36.9;13.6;11.4;11.3;16.9;11.5;16.9;4.9165103702;6.3944297412;7.28761799001;1.82092976674;1.77623048367;1.56163242643;81.5776535499;77.7988951846;88.6660188784;3.4597665568;3.1972148706;4.33786785119
Madison;21139.0;0.184871564407;0.203510099816;0.946591607928;0.0203415487961;0.00884620842992;0.0242206348455;9.1;8.5;7.6;1.1;1.4;1.8;11.5;8.6;9.5;25.7;32.4;28.7;44.9;31.6;26.0;22.5;24.3;19.1;2.8;7.5;9.0;38.3;57.6;64.8;284.7;239.7;246.1;209.6;179.6;188.6;62.0;49.0;50.9;202.6;192.0;145.0;14.1;13.1;9.9;64.0;65.7;51.7;145.7;141.2;102.8;130.8;150.5;160.3;10.0;14.8;15.3;24.1;20.5;15.6;29.8;34.9;38.6;17.4;15.6;15.3;6.8;2.1;4.4;6.43691820162;5.27679171064;4.63306152706;0.990295107942;1.91883334932;1.38991845812;31.1942959002;30.2216252518;45.8673091179;0.495147553971;2.39854168665;1.38991845812
Dare;35663.0;0.194066679752;0.193421753638;0.887502453523;0.0312368561254;0.0112441465945;0.0700165437568;7.8;7.0;6.3;1.3;1.3;1.6;9.1;6.0;8.7;34.6;39.4;35.7;38.1;26.1;21.5;25.7;20.4;18.7;9.6;4.4;5.0;93.1;64.9;29.0;244.4;228.2;204.2;178.6;180.4;164.8;50.9;33.9;27.3;217.1;172.2;153.2;14.2;15.5;9.6;70.9;52.9;43.2;142.2;135.9;120.8;131.5;178.5;166.7;15.9;12.7;9.5;23.1;13.8;13.0;46.4;31.2;40.9;12.1;12.4;18.4;3.2;3.3;1.3;7.66825930514;8.46641170116;8.18862064097;5.60372795375;6.13084985257;5.64732457998;67.2447354451;66.2715674539;72.0033883947;2.06453135138;5.25501415934;5.08259212198
McDowell;44989.0;0.205894774278;0.188579430527;0.887439151793;0.0423659116673;0.0123585765409;0.0578363599991;9.5;8.7;8.6;1.8;1.5;1.6;8.9;8.7;10.7;30.3;36.1;37.8;54.4;60.3;41.9;26.8;26.3;19.5;8.6;4.6;7.0;63.2;54.8;59.2;325.7;261.6;243.4;236.7;196.6;181.2;68.7;47.9;46.6;198.7;193.9;185.5;16.1;18.7;18.9;65.4;58.6;61.8;146.1;144.1;111.5;128.0;167.9;142.9;23.7;28.6;30.1;16.8;17.9;16.6;29.3;34.2;39.6;17.6;12.1;18.7;6.1;6.6;5.8;4.81132723899;5.58671702161;5.73698146514;2.06199738814;2.01121812778;2.20653133274;58.1941485096;54.5263581309;68.4024713151;3.43666231356;2.01121812778;3.53045013239
Currituck;25263.0;0.221113881962;0.152871788782;0.885128448719;0.0624233068123;0.0151209278391;0.0373273166291;9.8;7.6;6.2;1.4;2.0;0.7;10.6;7.7;7.9;29.4;34.4;34.2;38.0;32.7;24.8;20.9;18.8;18.9;6.8;14.1;6.6;73.2;73.9;43.5;311.0;251.3;247.2;201.9;196.9;205.4;68.7;34.2;26.6;207.5;193.9;192.8;17.3;16.7;15.8;71.1;66.9;64.8;142.5;148.0;110.0;119.6;130.2;135.0;25.8;9.9;13.7;25.0;30.6;8.6;26.3;27.6;35.0;12.4;20.0;16.9;2.1;1.2;3.1;1.89942542381;2.12747851247;2.39310784939;1.89942542381;2.12747851247;2.79195915763;22.7931050857;22.5512722322;25.9253350351;0.0;0.0;1.99425654116
Greene;21134.0;0.210892400871;0.150468439481;0.478849247658;0.363111573767;0.0102678148954;0.147771363679;11.5;11.6;10.3;3.4;2.9;1.9;15.3;11.2;11.3;26.1;27.1;26.1;71.2;56.4;42.9;30.1;27.8;23.0;16.0;12.1;5.6;131.6;100.6;42.8;336.5;320.8;249.1;213.0;215.3;183.4;71.0;67.1;50.4;203.9;183.2;175.3;22.9;16.7;15.7;60.9;64.0;54.5;178.9;178.2;140.3;157.6;159.8;107.6;49.8;26.9;29.9;33.4;21.5;18.9;24.7;22.9;25.6;7.9;8.0;4.1;5.8;7.6;10.4;2.46767347745;3.74024031044;6.10730057315;2.46767347745;2.33765019402;2.81875411068;31.5862205113;42.0777034924;39.4625575496;1.97413878196;2.33765019402;1.40937705534
Clay;10703.0;0.176118845184;0.292534803326;0.945622722601;0.0144819209567;0.00766140334486;0.0322339530973;6.6;6.7;7.3;0.5;1.4;0.7;11.1;6.3;8.5;23.8;31.3;26.0;35.2;35.3;28.7;34.1;20.5;8.3;7.1;12.0;7.3;45.3;81.6;51.5;228.6;240.0;184.9;154.0;189.5;140.7;53.1;38.7;33.0;174.0;162.9;147.7;14.6;15.8;11.2;59.1;45.3;42.1;108.2;149.6;137.0;124.0;179.7;130.6;16.9;19.1;13.1;29.6;21.8;23.4;34.5;48.1;36.3;18.6;18.6;10.7;4.8;;6.7;5.26371196968;4.82160077146;0.926440615157;3.15822718181;3.85728061716;4.63220307578;45.2679229393;47.2516875603;63.9244024458;2.10548478787;0.0;0.926440615157
Washington;12385.0;0.208639483246;0.220670165523;0.452644327816;0.487121517965;0.00605571255551;0.0541784416633;9.7;11.9;10.0;2.3;2.3;2.5;12.3;8.7;11.1;31.2;33.0;32.4;62.5;66.3;36.5;26.3;27.3;21.7;10.7;14.4;4.7;59.5;88.0;21.9;400.1;410.4;285.7;316.9;345.1;219.9;52.2;53.9;37.2;213.2;166.5;172.8;26.1;12.5;21.3;62.0;40.6;43.1;141.6;181.2;168.2;133.2;168.3;135.0;32.3;27.6;21.5;28.2;11.8;11.7;13.6;15.2;29.5;14.5;5.1;7.3;8.2;2.2;4.2;4.46594715296;3.84497077822;3.94352866945;2.23297357648;1.53798831129;1.57741146778;49.869743208;47.67763765;54.4206956385;2.23297357648;4.61396493387;3.94352866945
Vance;44568.0;0.240329384312;0.170727876503;0.410877759828;0.507516603841;0.00843654640101;0.07316908993;12.5;12.2;12.4;3.1;2.2;2.4;16.0;10.6;12.6;29.6;31.3;28.8;85.5;78.7;52.1;31.9;29.6;24.8;17.0;11.5;7.8;125.9;88.3;64.1;447.5;273.7;256.9;312.5;201.1;191.7;116.0;57.2;50.0;230.4;198.3;196.1;27.5;21.9;20.7;75.6;55.1;60.5;195.3;204.1;133.3;129.3;128.2;160.5;34.8;24.8;27.6;18.3;21.7;23.9;30.7;35.5;23.9;11.9;10.9;17.9;11.6;16.8;18.6;7.68952415415;8.25309491059;9.5392328682;2.26162475122;2.75103163686;3.77132462231;55.4098064049;69.4635488308;72.7643809482;2.71394970147;5.27281063732;6.43343612042
Tyrrell;4070.0;0.187714987715;0.196314496314;0.534643734644;0.368796068796;0.027027027027;0.0695331695332;9.8;12.2;12.1;2.7;2.0;1.0;13.3;9.4;8.7;29.8;36.2;35.4;47.0;56.4;33.6;22.6;20.5;13.3;8.9;7.9;9.7;67.8;74.1;78.8;329.7;311.9;239.4;236.9;247.4;172.1;80.4;41.2;43.9;277.2;231.7;185.7;34.2;25.7;6.8;72.9;53.8;47.1;198.9;149.7;100.1;95.4;134.9;212.6;35.0;21.4;23.7;23.8;32.9;32.5;7.8;21.0;22.0;0.0;6.9;16.8;10.7;;4.6;2.35515779557;0.0;0.0;0.0;0.0;0.0;25.9067357513;25.9006357429;31.378228337;2.35515779557;0.0;0.0
